Cb,L,B,T,GMT,Wt,Disp,Excess
[0.50471776],[25.5360214],[3.36542626],[3.68104789],[-0.30298461],[129.06354079],[159.66633805],[30.60279725]
[0.47508049],[26.89714407],[3.03422929],[2.53615299],[-0.00559958],[126.27971308],[98.33252946],[-27.94718363]
[0.56070113],[32.37915798],[3.63543946],[3.3815108],[-0.25910032],[145.55359671],[223.18483356],[77.63123685]
[0.41397912],[44.99072061],[6.8429621],[2.13364708],[2.35304581],[216.05793837],[271.93687892],[55.87894056]
[0.56506048],[36.69764412],[4.73110095],[4.46752811],[-0.36628194],[175.31591355],[438.29107137],[262.97515782]
[0.40898136],[36.48920396],[11.97223658],[2.45885254],[6.74149001],[255.71301482],[439.31463959],[183.60162477]
[0.45135333],[39.19910733],[8.81669963],[3.84691985],[1.71220786],[244.57107035],[600.0839496],[355.51287925]
[0.35477141],[42.03458635],[11.64398402],[2.09962177],[8.4598367],[278.07289232],[364.5843758],[86.51148348]
[0.55001782],[32.00215382],[9.95482117],[3.10363064],[2.59000954],[212.49980701],[543.82537215],[331.32556513]
[0.44896417],[28.03760923],[10.97375384],[2.46331317],[5.18330328],[194.48116069],[340.27301462],[145.79185392]
[0.31653926],[34.00921824],[9.63843221],[4.55652684],[2.60857571],[236.74657195],[472.78594671],[236.03937476]
[0.38512391],[41.84386563],[3.17321916],[2.29677808],[0.28128492],[159.45290136],[117.44955841],[-42.00334295]
[0.43256807],[26.15718534],[10.2158217],[2.35679291],[4.82445757],[177.00515617],[272.42075662],[95.41560046]
