Cb,L,B,T,GMT,Wt,Disp,Excess
[0.55691733],[43.53272397],[5.38883763],[2.21190691],[0.87521242],[222.46256733],[288.98048718],[66.51791985]
[0.49824484],[47.07729407],[11.11461773],[3.31892412],[3.38091937],[621.25552581],[865.25906249],[244.00353669]
[0.41382697],[32.99167305],[11.1266738],[2.88400699],[4.77494307],[538.24547114],[438.11164566],[-100.13382548]
[0.36518841],[46.28908735],[7.23890167],[4.1016345],[1.23269955],[300.94721963],[501.9092995],[200.96207987]
[0.56787744],[43.24227249],[3.61548102],[3.38741929],[-0.27622811],[213.32526821],[300.74483068],[87.41956247]
[0.39157537],[48.56764333],[7.2003361],[4.13715943],[1.06113982],[320.01500131],[566.52283683],[246.50783551]
[0.37763326],[40.20744087],[8.8902154],[3.72812522],[2.2904426],[305.73604384],[503.24497646],[197.50893262]
[0.44611381],[31.88898238],[7.01353278],[4.8641086],[0.43960179],[757.84361858],[485.3180301],[-272.52558848]
[0.49934516],[39.19120809],[4.48655605],[4.35680149],[-0.24371172],[318.81188857],[382.53428256],[63.72239398]
[0.38200247],[49.53607942],[7.16855162],[2.91626228],[1.89970459],[286.81592885],[395.59044681],[108.77451797]
[0.55380626],[36.69900797],[11.0178642],[2.77061524],[3.80888562],[369.51466826],[620.42003852],[250.90537026]
[0.5055497],[49.59130747],[6.83858558],[3.50134332],[0.8030396],[323.8654565],[600.30283792],[276.43738143]
[0.46270259],[42.62070881],[7.38049515],[4.41118909],[0.69553597],[502.22201319],[642.04248927],[139.82047608]
[0.56197198],[49.34321357],[4.21454986],[3.55901189],[-0.18892527],[250.42755805],[415.9323785],[165.50482045]
[0.56535172],[39.34559097],[4.64570772],[4.26367434],[-0.32279193],[261.06779645],[440.60630031],[179.53850385]
[0.38122681],[48.55118141],[11.57291114],[4.26789289],[3.49942943],[469.71699524],[914.19610218],[444.47910694]
[0.51985187],[38.73976243],[8.38246051],[2.53996173],[2.39987398],[281.05438339],[428.78072345],[147.72634005]
[0.32835777],[36.330613],[5.32422054],[4.48558843],[0.49788694],[223.5479806],[284.9019923],[61.3540117]
[0.47436422],[49.552308],[8.20434345],[2.21155804],[2.97665255],[317.94143173],[426.49897141],[108.55753967]
[0.4964795],[33.48915685],[4.2709722],[2.54261321],[0.33637234],[205.17004561],[180.55627331],[-24.6137723]
[0.56250608],[45.29830155],[6.37949243],[4.18245888],[0.1550592],[330.41907173],[679.87166848],[349.45259675]
[0.31475859],[47.89845892],[7.04528959],[2.25706978],[3.05091176],[255.78589842],[239.74136365],[-16.04453477]
[0.50957648],[42.17890558],[11.49108678],[3.8491994],[2.91389649],[488.60606117],[950.68401871],[462.07795754]
[0.31901441],[42.58328561],[9.5744481],[2.49767208],[5.13439852],[284.75474698],[324.86179014],[40.10704316]
[0.45906892],[45.93251201],[4.70878564],[3.81066487],[0.07105019],[273.06604759],[378.3622243],[105.29617672]
[0.57611829],[29.2854787],[3.95287988],[4.52483569],[-0.54977123],[251.61811122],[301.77302694],[50.15491573]
[0.35005719],[41.27393138],[10.41320599],[3.15164825],[4.35059537],[321.76248387],[474.17323954],[152.41075567]
[0.40694252],[30.5412934],[6.99957913],[3.06801849],[1.54480086],[342.4943941],[266.90111659],[-75.59327751]
[0.35963346],[46.62418424],[8.95100142],[3.68379995],[2.50165839],[341.34270463],[552.89033492],[211.5476303]
[0.43825761],[27.95901791],[7.62514079],[2.12355633],[2.85508371],[280.11038678],[198.40976047],[-81.70062631]
[0.33225383],[46.0467317],[10.81180521],[3.28753278],[4.71825407],[363.35961885],[543.79737578],[180.43775693]
[0.49014616],[42.92653734],[9.73559859],[3.80671674],[2.03643391],[623.04107934],[779.76669314],[156.72561379]
[0.53841028],[27.62580084],[7.84766714],[2.67781213],[1.82510361],[269.21868896],[312.57115592],[43.35246696]
[0.46077289],[34.76532315],[10.6770145],[2.31550946],[5.13447187],[396.29354465],[396.03136538],[-0.26217928]
[0.57106944],[29.76495613],[10.98762225],[3.02511529],[3.28272427],[413.38369269],[564.98877523],[151.60508254]
[0.48615743],[43.52417522],[11.90974833],[4.39116119],[2.75759646],[1024.47342988],[1106.59687606],[82.12344618]
[0.56224213],[34.92338461],[10.01427567],[4.90184452],[1.06857206],[549.32903725],[963.87071466],[414.54167741]
[0.4076897],[36.80061418],[7.77834179],[2.95491784],[2.10294974],[329.90677925],[344.83968646],[14.9329072]
[0.31143099],[47.08508007],[3.81890902],[3.45093866],[0.35026676],[211.70229815],[193.25097442],[-18.45132373]
[0.42563864],[28.51580571],[5.18386716],[2.48107566],[0.93382819],[222.5179087],[156.10634802],[-66.41156069]
[0.48664032],[47.10988296],[4.3453575],[4.8343664],[-0.36860154],[322.33031728],[481.59856785],[159.26825057]
[0.32338098],[32.14634387],[9.54097046],[4.4370498],[2.57119918],[307.14440579],[440.08130218],[132.93689639]
[0.39174829],[38.65210308],[10.00251747],[4.8300839],[1.9979938],[377.18229005],[731.55037216],[354.36808211]
[0.33371201],[44.95555372],[3.50810755],[4.28577272],[0.00703526],[207.82813143],[225.55747505],[17.72934362]
[0.43675814],[27.19790713],[3.0990428],[4.36500666],[-0.36787554],[251.6997229],[160.69004588],[-91.00967703]
[0.34644721],[37.09210324],[10.80678886],[3.84996475],[3.76664153],[336.71045455],[534.65292958],[197.94247503]
[0.56719499],[34.51458224],[5.62469773],[2.29765717],[0.89872873],[205.73729352],[252.99936172],[47.2620682]
[0.54976821],[40.18995694],[6.14761174],[3.7790819],[0.2889226],[290.69601017],[513.32202962],[222.62601945]
[0.31197658],[37.60704939],[6.85895126],[3.74882816],[1.55761071],[242.54415575],[301.67859516],[59.13443941]
[0.41366792],[47.41003576],[10.89720918],[3.94084477],[3.09926173],[632.48013512],[842.22230462],[209.74216951]
[0.39925689],[37.18508656],[7.7462351],[2.66184872],[2.44359439],[238.28904601],[306.12250304],[67.83345704]
[0.370785],[34.30342483],[11.32920512],[2.02979087],[7.99684741],[256.63790788],[292.48956377],[35.85165589]
[0.3357722],[29.50234165],[9.17578483],[2.57897826],[4.33078047],[225.90204974],[234.41863191],[8.51658216]
[0.34016991],[29.10218162],[7.19512964],[3.58912759],[1.6554772],[224.29180336],[255.65186589],[31.36006253]
[0.51857896],[28.96607985],[8.00850774],[4.02209869],[0.93866825],[383.89156127],[483.84798577],[99.9564245]
[0.53321222],[26.25697598],[3.36778197],[2.32222729],[0.07535901],[157.58062966],[109.49479932],[-48.08583034]
[0.3896904],[48.65986733],[5.12293317],[4.88988092],[0.08055754],[276.4533103],[475.01530201],[198.56199171]
[0.36419993],[44.55717344],[7.42903081],[4.34021603],[1.20433095],[304.6596633],[523.2400785],[218.58041519]
[0.35113584],[26.71024081],[4.11356962],[4.42935133],[0.06589624],[181.42207916],[170.88815025],[-10.53392892]
[0.51121148],[48.36577679],[10.01184096],[4.71790933],[1.39623057],[539.22812804],[1167.89096553],[628.66283749]
[0.5437924],[48.46469618],[7.99445356],[2.68259772],[1.88709886],[320.86086936],[565.20105804],[244.34018869]
[0.43332723],[31.8175138],[10.468417],[4.9235912],[1.8938524],[1483.21127957],[710.63275147],[-772.5785281]
[0.43751442],[25.0913433],[6.7236639],[2.80005685],[1.46497959],[368.54349219],[206.6755642],[-161.86792799]
[0.38797444],[43.14437498],[7.34115191],[2.5348107],[2.37000552],[250.24500504],[311.48493288],[61.23992784]
[0.34706558],[25.46988269],[7.89419745],[2.26805206],[3.52727319],[188.72928623],[158.27032272],[-30.45896351]
[0.5872544],[29.72327842],[8.09918778],[2.24430551],[2.33840935],[252.22211797],[317.28272902],[65.06061105]
[0.5124704],[39.52081177],[4.22275314],[2.05376344],[0.54649896],[186.89482282],[175.64700657],[-11.24781625]
[0.46603871],[49.98569294],[4.83103828],[3.36649549],[0.24555316],[270.31114235],[378.86651701],[108.55537467]
[0.36868282],[31.12996785],[9.45344856],[2.46611253],[4.45940098],[235.32251136],[267.56834426],[32.2458329]
[0.38593904],[32.90715564],[4.61127624],[4.01986304],[0.18819957],[199.41082605],[235.41896763],[36.00814158]
[0.36911741],[28.66788432],[3.40268393],[4.98678519],[-0.25114636],[181.56337388],[179.557041],[-2.00633288]
[0.34418125],[35.61177731],[11.58714304],[2.5898171],[6.87229006],[291.56533553],[367.81236285],[76.24702732]
[0.4701546],[30.22319371],[7.0181842],[2.09268522],[2.26045531],[257.26556129],[208.69388186],[-48.57167944]
[0.33962856],[40.78326905],[7.70552956],[3.47382698],[2.04045804],[268.62649041],[370.76344966],[102.13695925]
[0.49358347],[34.8792426],[3.17350448],[4.30707959],[-0.46497653],[238.42043626],[235.31502921],[-3.10540705]
[0.4221284],[42.49580113],[5.03335144],[3.97352473],[0.21421022],[283.85599501],[358.77631813],[74.92032312]
[0.45498698],[36.05314351],[5.40207524],[3.1364406],[0.57474757],[268.52756285],[277.93280028],[9.40523743]
[0.50545727],[33.02229105],[7.6867768],[3.19385279],[1.39457452],[290.14719904],[409.78005079],[119.63285175]
[0.56479373],[39.14612704],[10.87729344],[3.67026371],[2.44362099],[464.60804158],[882.66677959],[418.05873801]
[0.39961437],[32.25100571],[10.02104953],[4.21842241],[2.40099896],[333.4036705],[544.81321183],[211.40954132]
[0.57003642],[44.41090125],[3.47668554],[3.55786153],[-0.35723063],[215.99585952],[313.14583919],[97.14997966]
[0.43525074],[49.62549296],[4.64499518],[3.61540944],[0.17877885],[266.81698339],[362.73303035],[95.91604696]
[0.4292491],[43.24618326],[8.77983824],[4.15240228],[1.59482674],[532.80374721],[676.7731357],[143.96938849]
[0.48769608],[35.99639398],[9.2538888],[4.67823075],[1.19910246],[1014.26211629],[760.00101894],[-254.26109735]
[0.5874263],[45.59692553],[3.12143523],[3.26445583],[-0.3644945],[205.87993628],[272.93175562],[67.05181933]
[0.38333748],[42.09361306],[6.26045252],[4.70186087],[0.50260937],[275.30052437],[474.97744509],[199.67692072]
[0.4462745],[48.99071343],[6.79399079],[3.3415224],[1.08395325],[338.85822472],[496.34673205],[157.48850732]
[0.57214146],[47.8120474],[6.02163036],[2.45675737],[0.95274871],[260.21625453],[404.68501466],[144.46876013]
[0.32366701],[25.42223299],[5.01854508],[2.73107111],[1.09037246],[164.66185795],[112.77763262],[-51.88422533]
[0.48109359],[38.30039712],[10.62878665],[4.33164519],[2.12675136],[979.18539971],[848.33896788],[-130.84643183]
[0.47788584],[37.94522945],[8.36424703],[2.87577522],[2.18669485],[384.60198581],[436.17737477],[51.57538896]
[0.31640085],[40.92865181],[7.77008623],[2.45536198],[3.40007777],[242.58849603],[247.06228034],[4.47378431]
[0.49518302],[39.89285752],[10.8345627],[4.04822521],[2.40616266],[879.60741947],[866.43691411],[-13.17050537]
[0.42579787],[34.86239753],[7.31055173],[4.25972538],[0.89020324],[507.3094595],[462.26657375],[-45.04288575]
[0.42292804],[28.3431023],[4.71135546],[2.00691711],[1.03440154],[181.73256789],[113.34155683],[-68.39101106]
[0.4484125],[49.88452566],[9.55769477],[2.3118885],[4.14634696],[363.65100026],[494.2692561],[130.61825585]
[0.48506277],[25.53616905],[3.46380289],[4.56908235],[-0.45943275],[364.01479273],[196.03600381],[-167.97878892]
[0.43931923],[25.57969404],[9.99264744],[2.13661043],[5.07638642],[406.70320784],[239.92829629],[-166.77491155]
[0.38721661],[25.44536772],[6.62053562],[4.83452746],[0.56222636],[252.50223495],[315.36236462],[62.86012967]
[0.56813862],[38.22929471],[9.90423621],[2.7053053],[3.00484486],[338.64116375],[581.95294948],[243.31178574]
[0.45858994],[42.0348504],[6.21708579],[3.16753498],[0.88383948],[297.4360965],[379.61407621],[82.17797971]
[0.36998228],[28.85222276],[8.31499156],[4.27456285],[1.63017285],[277.1266539],[379.41431803],[102.28766413]
[0.43210041],[26.37787618],[7.39963668],[2.95727338],[1.74189221],[420.22145193],[249.41718421],[-170.80426772]
[0.32152502],[27.76881933],[11.30447112],[2.83319974],[6.28643104],[260.20680151],[285.95627161],[25.7494701]
[0.54472995],[40.43098458],[3.18746331],[2.6349065],[-0.1010679],[183.85212734],[184.97199325],[1.1198659]
[0.58507808],[31.16430353],[6.62961719],[4.73040251],[-0.04940441],[404.01343571],[571.81796954],[167.80453383]
[0.31400556],[35.09884237],[4.62694865],[4.30257603],[0.38217845],[202.10630983],[219.40845932],[17.30214949]
[0.34473982],[49.32220417],[11.83503614],[3.49152621],[5.16399441],[433.3839387],[702.61726401],[269.23332531]
[0.58999008],[29.57743857],[3.12931307],[4.44762849],[-0.67841999],[215.37250323],[242.87498482],[27.50248159]
[0.42570094],[41.68353298],[10.36122327],[2.17081458],[5.5243392],[342.23458957],[399.11944949],[56.88485992]
[0.55286731],[48.40642595],[7.75458156],[3.18249834],[1.27275363],[341.79086399],[660.46602651],[318.67516252]
[0.52790703],[45.52272919],[10.54382003],[3.72139764],[2.37850413],[454.97063993],[942.95246777],[487.98182785]
[0.44440165],[30.33277997],[3.70518184],[4.31666285],[-0.26616598],[282.49253256],[215.59839983],[-66.89413273]
[0.54939689],[37.32159712],[7.62303679],[2.32794181],[2.04543201],[253.13366841],[363.87025181],[110.7365834]
[0.37089331],[48.92693823],[7.69014524],[3.23047184],[2.01856923],[305.07700281],[450.81415263],[145.73714982]
[0.39637045],[44.63998365],[4.97582435],[4.39078691],[0.15256624],[245.81442015],[386.574048],[140.75962785]
[0.33894341],[34.28893776],[3.6120671],[2.74169277],[0.40005141],[167.03057939],[115.09483022],[-51.93574917]
[0.49662135],[41.15752023],[5.3986535],[4.72149241],[-0.13369861],[412.18667721],[521.00193175],[108.81525454]
[0.43707492],[39.14321865],[5.89419667],[4.30400427],[0.31888281],[375.77379852],[434.0199935],[58.24619499]
[0.33658004],[28.82852929],[8.5632796],[2.21630759],[4.41698565],[204.55699063],[184.15393323],[-20.4030574]
[0.31304871],[45.79626006],[7.12549002],[3.61467173],[1.78248871],[278.50904881],[369.25426821],[90.7452194]
[0.58993275],[31.05986715],[4.79585052],[3.65435865],[-0.1312947],[245.00132825],[321.12853966],[76.12721141]
[0.56555524],[44.09894836],[9.62726349],[4.20901922],[1.34076518],[469.39633169],[1010.61800986],[541.22167817]
[0.46860849],[48.12456108],[10.20401525],[3.65170905],[2.57292073],[585.94059794],[840.3190302],[254.37843226]
[0.5529466],[29.55820233],[7.87218956],[2.25984691],[2.28861249],[242.45278534],[290.76074642],[48.30796108]
[0.44432581],[27.19254877],[9.8791016],[4.14678023],[2.08518214],[1242.9304949],[494.97119487],[-747.95930002]
[0.53195117],[44.36799859],[5.09961713],[3.51426087],[0.11767035],[254.77171949],[422.97351732],[168.20179783]
[0.33216586],[34.84606827],[3.73755977],[4.32011073],[0.0600421],[184.61965877],[186.89247128],[2.27281251]
[0.37438192],[27.21076009],[8.18472617],[3.06401204],[2.47493095],[223.14782898],[255.47603079],[32.32820181]
[0.52161802],[25.97098928],[7.41817235],[4.7324636],[0.35959723],[430.37127142],[475.58185501],[45.21058359]
[0.49750912],[33.54454364],[9.8497668],[4.17478813],[1.76220457],[1071.13547833],[686.25152633],[-384.883952]
[0.55676316],[44.20225113],[9.00286757],[3.6378408],[1.50771116],[393.37737951],[806.00813933],[412.63075982]
[0.48301823],[48.00328336],[5.25601444],[4.36198218],[-0.02118895],[347.13398744],[531.58767975],[184.45369231]
[0.39957946],[49.51433443],[10.36472206],[2.90674991],[4.18638177],[370.42784843],[596.07297897],[225.64513054]
[0.32314507],[49.98011891],[7.62789648],[4.36236746],[1.54474987],[336.34275332],[537.42992987],[201.08717655]
[0.31206872],[33.1595149],[3.7927887],[3.62501797],[0.29580105],[175.30456138],[142.27455004],[-33.03001133]
[0.55166858],[35.25830557],[11.17889816],[4.08738249],[2.26417008],[526.55055507],[888.7589053],[362.20835024]
[0.56712961],[41.34130797],[8.93619375],[4.85529081],[0.66822775],[495.12957158],[1017.26559938],[522.1360278]
[0.53497035],[27.79341479],[6.00355053],[4.17917116],[0.11444694],[317.88720919],[373.05249734],[55.16528815]
[0.39620072],[47.22815033],[9.19447588],[4.27149845],[1.92184762],[382.5226175],[734.89184628],[352.36922878]
[0.31907291],[45.48448528],[8.26337748],[4.62617455],[1.75833305],[333.69047226],[554.79536395],[221.10489169]
[0.34824162],[44.70005134],[8.45806852],[2.02659321],[4.60666186],[261.34455826],[266.82497897],[5.48042071]
[0.54428231],[34.40881741],[10.29257189],[2.66459967],[3.48002034],[323.40699322],[513.62936914],[190.22237592]
[0.32444861],[26.85444388],[3.16060858],[2.7720866],[0.27539074],[148.34599819],[76.33779103],[-72.00820716]
[0.49383045],[25.12714984],[10.37506039],[3.00723719],[3.30964138],[959.26186257],[387.15013249],[-572.11173008]
[0.33254345],[31.92179385],[9.30468517],[2.67583508],[4.31892257],[238.96013999],[264.29972217],[25.33958218]
[0.43318907],[27.64189331],[6.33506387],[2.54200291],[1.47801769],[281.80428369],[192.82898406],[-88.97529963]
[0.37989028],[48.79077149],[8.9809372],[4.00840413],[2.10413874],[369.61275292],[667.25068315],[297.63793023]
[0.48343334],[34.79552907],[9.4396475],[3.98124313],[1.77115434],[776.39424237],[632.17092183],[-144.22332055]
[0.57456765],[32.08638043],[6.70030089],[3.72396538],[0.43944592],[314.46708547],[460.00424817],[145.5371627]
[0.39352434],[46.56901523],[8.28318132],[4.32704715],[1.44239916],[351.32304172],[656.83676074],[305.51371901]
[0.53067255],[34.45504133],[6.92657903],[4.12318116],[0.44113452],[318.61912452],[522.19247358],[203.57334906]
[0.53199831],[48.7371191],[10.90915788],[2.26061642],[4.92871496],[376.56807234],[639.42293472],[262.85486238]
[0.33584018],[36.269751],[9.51086011],[2.48661124],[4.8611063],[253.87174021],[288.07456167],[34.20282146]
[0.33357563],[49.68060433],[6.73211636],[2.15416984],[2.76207127],[255.81438023],[240.33263376],[-15.48174647]
[0.31902543],[37.95723458],[8.81547718],[4.08902376],[2.4223384],[296.3013622],[436.50109007],[140.19972787]
[0.47018051],[43.9093876],[11.07847857],[4.17168364],[2.58184701],[801.88536779],[954.14304697],[152.25767917]
[0.4473589],[34.59112577],[8.13187953],[3.36304034],[1.74201833],[441.90604175],[423.1981755],[-18.70786625]
[0.43683842],[47.82412789],[9.49419099],[3.96774567],[2.06139732],[558.01607845],[786.9908469],[228.97476845]
[0.4512492],[41.26052843],[4.56643134],[4.78789238],[-0.21969191],[322.16115045],[407.07323385],[84.91208341]
[0.42640788],[25.48299171],[4.84566862],[3.66170486],[0.24868034],[344.21296602],[192.80250985],[-151.41045617]
[0.54505079],[31.74500238],[6.93656212],[2.80515438],[1.19401261],[254.12877778],[336.67695045],[82.54817267]
[0.54663036],[36.67400838],[10.83670241],[3.36321662],[2.85557656],[420.61512693],[730.64112387],[310.02599693]
